customer_id,price_sensitivity,quality_expectations,travel_frequency,avg_spend_per_night,avg_nights_stay,avg_lead_time,cancellation_rate,avg_overall_rating,Cluster,Segment_Name
CUST-003554,0.467,0.599,6,176.92166666666665,2.3333333333333335,45.166666666666664,0.16666666666666666,4.25,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003555,0.342,0.758,9,277.205,6.0,73.5,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-003556,0.419,0.717,12,352.81,5.5,57.5,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-003557,0.823,0.233,5,113.05,2.0,15.333333333333334,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003558,0.473,0.506,5,152.1275,3.5,56.25,0.0,3.8333333333333335,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003559,0.1,0.807,9,545.145,7.0,68.5,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-003560,0.352,0.717,9,400.78833333333336,5.0,67.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003561,0.727,0.55,6,243.5025,1.75,73.25,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003562,0.469,0.681,6,191.815,2.0,37.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003563,0.414,0.692,14,504.27250000000004,5.0,73.0,0.25,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003564,0.545,0.539,2,314.75,3.0,95.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003565,0.177,0.863,10,297.51,6.5,57.0,0.0,3.75,0,"Happy VIP (High Spend, High Sat)"
CUST-003566,0.711,0.629,3,218.52249999999998,2.5,54.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003567,0.324,0.736,15,213.61,8.0,68.0,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-003568,0.137,0.917,10,383.3766666666667,4.333333333333333,57.333333333333336,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003570,0.651,0.54,6,203.66166666666666,1.8333333333333333,70.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003571,0.49,0.783,15,330.1366666666667,4.666666666666667,74.33333333333333,0.0,3.6,0,"Happy VIP (High Spend, High Sat)"
CUST-003572,0.14,0.848,10,374.52750000000003,7.25,68.5,0.25,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003573,0.56,0.647,6,223.17,4.0,50.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003574,0.427,0.794,12,369.1466666666667,4.5,71.83333333333333,0.0,3.8333333333333335,0,"Happy VIP (High Spend, High Sat)"
CUST-003575,0.473,0.73,13,280.9375,4.5,81.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003576,0.742,0.362,5,131.144,1.6,41.6,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003577,0.528,0.552,5,156.41,2.6666666666666665,48.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003578,0.621,0.501,5,188.9383333333333,2.1666666666666665,73.83333333333333,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003579,0.652,0.55,4,215.25,2.0,65.0,0.0,3.6,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003580,0.192,0.761,6,353.54,7.0,69.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003581,0.703,0.641,3,208.9975,3.25,82.75,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003582,0.558,0.607,4,132.44400000000002,1.8,77.2,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003583,0.862,0.267,5,135.6,1.0,21.0,0.0,4.25,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003584,0.27,0.94,8,243.58,5.0,70.0,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003585,0.737,0.213,2,130.57,2.0,22.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003586,0.857,0.309,4,185.97000000000003,1.75,24.25,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003588,0.759,0.409,4,140.28333333333333,2.0,21.0,0.3333333333333333,3.8333333333333335,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003589,0.793,0.376,2,101.35666666666667,1.6666666666666667,21.333333333333332,0.0,3.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003590,0.254,0.887,6,459.555,5.5,77.5,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003592,0.921,0.3,3,93.735,1.5,19.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003593,0.151,0.87,11,327.7,5.0,54.833333333333336,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003594,0.582,0.55,5,199.405,3.0,54.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003596,0.485,0.508,7,162.94,3.0,59.666666666666664,0.0,4.25,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003597,0.206,0.804,8,429.13333333333327,6.333333333333333,64.33333333333333,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003598,0.17,0.793,11,360.17,7.0,74.75,0.0,3.7142857142857144,0,"Happy VIP (High Spend, High Sat)"
CUST-003599,0.773,0.266,2,153.345,1.75,23.75,0.0,4.25,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003600,0.49,0.674,5,268.13800000000003,3.2,50.6,0.2,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003601,0.117,0.848,8,383.1714285714285,5.857142857142857,73.71428571428571,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003603,0.294,0.757,12,377.3633333333333,6.333333333333333,89.66666666666667,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003604,0.655,0.656,2,148.20000000000002,1.5,61.5,0.0,3.6,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003606,0.48,0.553,7,193.42000000000002,2.0,47.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003607,0.901,0.269,5,126.03999999999999,1.75,43.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003608,0.105,0.779,6,492.79499999999996,4.5,70.0,0.0,3.8333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003609,0.165,0.754,11,251.6833333333333,5.0,84.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003610,0.873,0.296,4,94.095,2.0,5.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003612,0.612,0.683,6,223.91,3.5,62.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003613,0.417,0.705,13,222.02,6.0,75.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003614,0.526,0.672,6,152.94,3.0,61.0,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003615,0.569,0.526,3,227.09,2.0,60.8,0.2,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003616,0.393,0.684,13,217.29,4.5,67.5,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003617,0.408,0.511,5,152.39666666666668,3.1666666666666665,41.166666666666664,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003618,0.613,0.521,6,227.086,3.2,87.6,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003619,0.548,0.677,8,267.82,2.0,57.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003620,0.442,0.608,13,504.08,3.0,99.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003621,0.65,0.66,6,200.785,2.5,60.5,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003622,0.516,0.651,4,197.23749999999998,2.0,63.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003624,0.323,0.643,15,438.39250000000004,4.75,54.25,0.0,5.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003625,0.303,0.612,12,261.015,5.0,81.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003626,0.684,0.592,5,142.13,2.0,86.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003627,0.536,0.568,4,191.4125,2.75,30.25,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003628,0.344,0.78,15,381.31666666666666,6.333333333333333,59.166666666666664,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003629,0.558,0.575,6,184.826,3.2,47.8,0.2,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003630,0.599,0.539,2,246.43666666666664,4.0,61.333333333333336,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003631,0.455,0.599,5,180.845,2.5,44.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003632,0.367,0.648,13,303.995,5.0,66.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003633,0.492,0.685,11,319.875,3.25,52.75,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003634,0.486,0.697,8,336.52,3.0,44.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003635,0.36,0.761,8,340.7633333333333,5.666666666666667,74.0,0.0,3.857142857142857,0,"Happy VIP (High Spend, High Sat)"
CUST-003636,0.395,0.674,10,364.604,6.0,59.4,0.2,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003637,0.216,0.867,12,402.75125,7.0,78.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003638,0.761,0.217,4,137.03166666666667,2.0,43.666666666666664,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003639,0.945,0.208,2,150.56,1.5,12.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003640,0.91,0.243,3,104.73333333333333,1.3333333333333333,29.666666666666668,0.3333333333333333,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003641,0.447,0.543,4,199.16500000000002,3.25,44.5,0.25,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003642,0.278,0.859,10,623.29,5.0,81.0,0.0,3.75,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003643,0.832,0.271,5,119.739,1.6,23.9,0.0,3.75,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003644,0.887,0.268,3,127.75,1.6,30.8,0.0,4.166666666666667,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003646,0.463,0.661,10,254.445,4.5,76.0,0.0,3.6666666666666665,0,"Happy VIP (High Spend, High Sat)"
CUST-003647,0.387,0.648,15,485.15,4.0,81.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003648,0.776,0.352,2,114.25666666666666,1.6666666666666667,27.333333333333332,0.3333333333333333,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003649,0.351,0.763,11,346.345,4.833333333333333,56.833333333333336,0.0,3.6,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003650,0.466,0.587,3,199.204,3.0,59.2,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003651,0.258,0.867,8,347.64000000000004,6.0,70.33333333333333,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003652,0.667,0.662,3,144.66,2.0,46.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003653,0.429,0.633,5,135.606,5.0,28.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003654,0.734,0.426,4,112.07333333333334,2.3333333333333335,28.666666666666668,0.0,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003656,0.31,0.653,15,310.0266666666667,6.333333333333333,57.0,0.0,3.8,0,"Happy VIP (High Spend, High Sat)"
CUST-003657,0.564,0.683,7,171.415,3.5,37.0,0.5,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003658,0.4,0.677,6,352.915,3.0,48.0,0.0,3.857142857142857,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003659,0.352,0.651,11,321.55,4.0,63.0,0.0,4.166666666666667,0,"Happy VIP (High Spend, High Sat)"
CUST-003660,0.374,0.621,12,280.63,2.0,65.0,0.0,3.75,0,"Happy VIP (High Spend, High Sat)"
CUST-003661,0.458,0.518,6,175.2475,4.0,44.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003662,0.534,0.55,2,216.275,2.0,60.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003663,0.425,0.647,8,442.4,4.75,65.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003664,0.766,0.247,5,197.975,2.0,20.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003665,0.542,0.541,5,114.822,2.0,39.8,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003666,0.837,0.2,2,136.23714285714286,1.7142857142857142,7.285714285714286,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003667,0.373,0.625,12,440.1816666666667,5.666666666666667,74.33333333333333,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003668,0.181,0.874,6,471.41999999999996,5.5,57.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003669,0.523,0.586,5,175.19,5.0,61.0,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003670,0.488,0.601,9,266.41999999999996,5.4,58.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003671,0.315,0.719,9,374.75499999999994,3.6666666666666665,55.0,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003672,0.191,0.818,8,353.0028571428571,5.428571428571429,63.142857142857146,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003673,0.709,0.509,4,210.2525,2.0,65.75,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003674,0.436,0.585,4,128.5225,2.5,43.5,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003675,0.281,0.944,8,530.415,4.5,104.0,0.0,3.6666666666666665,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003676,0.468,0.584,6,114.175,3.0,46.0,0.5,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003677,0.536,0.645,5,206.875,3.0,64.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003678,0.485,0.501,4,157.67999999999998,2.3333333333333335,49.166666666666664,0.0,4.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003679,0.418,0.577,4,213.29666666666665,2.3333333333333335,54.0,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003680,0.138,0.911,11,409.16999999999996,3.5,60.0,0.0,3.75,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003681,0.57,0.617,4,210.78,5.0,86.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003682,0.924,0.345,3,163.22,1.3333333333333333,17.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003683,0.744,0.371,4,120.09333333333332,1.8333333333333333,24.5,0.0,3.8,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003684,0.129,0.757,8,328.4216666666667,5.0,81.0,0.3333333333333333,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003685,0.708,0.279,5,122.16,1.0,17.0,0.0,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003686,0.45,0.696,6,508.14000000000004,2.6666666666666665,49.333333333333336,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003687,0.139,0.89,6,317.18666666666667,6.0,76.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003688,0.353,0.69,9,446.77,6.0,84.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003689,0.942,0.267,3,140.1966666666667,1.6666666666666667,23.666666666666668,0.6666666666666666,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003690,0.73,0.626,6,325.31,3.0,82.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003691,0.527,0.576,5,226.9325,3.0,62.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003692,0.255,0.798,11,374.66999999999996,4.0,81.5,0.0,3.5714285714285716,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003693,0.923,0.347,3,162.298,1.2,17.6,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003694,0.718,0.347,5,102.852,1.8,28.6,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003695,0.878,0.264,4,176.13,2.0,31.5,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003697,0.498,0.773,8,399.6325,5.75,73.5,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003698,0.862,0.306,2,110.42333333333333,1.6666666666666667,11.0,0.0,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003699,0.74,0.207,5,99.82333333333332,2.0,6.333333333333333,0.3333333333333333,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003700,0.609,0.672,5,107.3,1.0,52.0,0.0,3.8,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003701,0.517,0.556,5,222.84666666666666,3.5,60.666666666666664,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003702,0.549,0.527,4,155.315,3.0,78.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003703,0.831,0.316,2,115.32333333333334,2.0,24.0,0.0,3.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003704,0.816,0.374,2,135.24333333333334,2.3333333333333335,2.6666666666666665,0.3333333333333333,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003705,0.664,0.647,5,211.94,1.0,69.0,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003706,0.164,0.869,10,361.7375,4.25,72.5,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003707,0.789,0.404,5,145.015,1.0,2.5,0.0,3.857142857142857,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003708,0.446,0.714,10,321.40250000000003,5.0,68.25,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003709,0.624,0.521,5,155.98,2.0,68.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003710,0.53,0.526,6,210.58,2.3333333333333335,65.33333333333333,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003711,0.771,0.313,4,238.315,2.5,28.5,0.0,4.166666666666667,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003712,0.559,0.577,3,101.46,1.0,46.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003713,0.407,0.516,6,154.916,2.2,50.2,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003714,0.737,0.402,3,111.315,2.0,28.166666666666668,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003715,0.536,0.543,7,153.53,2.0,30.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003716,0.66,0.606,4,212.51999999999998,2.25,51.25,0.0,3.7142857142857144,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003717,0.911,0.244,4,101.3,1.6666666666666667,31.666666666666668,0.3333333333333333,4.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003718,0.498,0.596,6,173.36,4.0,58.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003719,0.518,0.558,4,153.76,3.0,41.666666666666664,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003720,0.317,0.729,11,399.414,4.4,64.4,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003721,0.703,0.588,4,126.88,1.0,65.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003722,0.539,0.599,6,107.46,1.0,34.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003723,0.929,0.367,4,115.2,1.0,12.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003724,0.539,0.514,6,186.16,1.6666666666666667,49.666666666666664,0.0,3.75,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003725,0.354,0.607,15,265.68,6.0,61.5,0.0,3.5,0,"Happy VIP (High Spend, High Sat)"
CUST-003726,0.547,0.622,6,288.025,3.0,74.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003727,0.898,0.444,2,97.68,3.0,21.0,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003728,0.768,0.394,2,119.69857142857143,1.2857142857142858,15.428571428571429,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003729,0.113,0.81,8,291.99,7.0,69.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003730,0.71,0.53,6,112.93,2.3333333333333335,86.0,0.0,3.6,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003731,0.854,0.353,3,100.56,1.0,25.333333333333332,0.0,4.333333333333333,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003732,0.792,0.443,2,193.55666666666664,1.6666666666666667,20.0,0.0,3.5,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003733,0.543,0.508,3,208.91,3.0,61.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003734,0.596,0.582,6,137.66666666666666,2.0,33.666666666666664,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003735,0.488,0.782,10,364.12199999999996,4.4,63.8,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003736,0.785,0.263,3,151.08,2.3333333333333335,6.333333333333333,0.3333333333333333,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003737,0.301,0.767,11,353.8616666666667,5.0,54.333333333333336,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003738,0.583,0.684,6,155.17666666666665,3.0,44.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003739,0.513,0.51,2,210.19,3.25,54.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003740,0.693,0.522,2,169.755,2.5,85.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003741,0.543,0.558,5,164.6625,2.5,76.5,0.0,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003742,0.852,0.309,4,135.485,2.5,27.0,0.5,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003743,0.755,0.249,3,118.54666666666667,1.6666666666666667,21.666666666666668,0.0,4.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003744,0.288,0.91,10,555.51,5.5,64.5,0.0,3.3333333333333335,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003745,0.223,0.883,11,373.51599999999996,5.6,68.2,0.0,3.25,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003747,0.514,0.682,5,199.45,2.5,56.5,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003748,0.343,0.703,9,343.325,4.5,66.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003749,0.603,0.531,2,112.3025,2.5,67.75,0.25,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003750,0.409,0.51,6,251.6,3.0,21.0,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003751,0.203,0.854,11,359.28,5.25,78.5,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003752,0.437,0.66,8,258.83,2.0,46.333333333333336,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003753,0.938,0.428,2,149.86285714285714,2.2857142857142856,30.428571428571427,0.0,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003754,0.13,0.773,7,378.11,7.0,68.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003755,0.577,0.544,4,175.592,2.8,41.0,0.2,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003756,0.763,0.379,4,121.774,2.4,38.8,0.2,3.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003759,0.819,0.207,3,154.84,2.5,27.5,0.25,3.6666666666666665,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003760,0.287,0.882,11,339.1475,6.25,60.0,0.0,3.5555555555555554,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003761,0.576,0.694,5,280.3875,2.25,70.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003762,0.812,0.285,2,113.822,1.2,21.8,0.0,3.0,2,"Budget Explorer (Low Spend, Good Sat)"
CUST-003763,0.24,0.926,7,368.75,8.5,89.5,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003764,0.261,0.778,6,289.49,4.0,86.33333333333333,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003766,0.364,0.637,11,379.36,4.5,75.75,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003767,0.743,0.625,6,200.56,2.0,86.0,0.0,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003769,0.346,0.704,9,391.35,3.0,66.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003770,0.219,0.885,11,498.57,6.6,84.8,0.0,3.5,3,"At-Risk VIP (High Spend, Low Sat)"
CUST-003771,0.469,0.663,6,224.37,2.0,35.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003772,0.545,0.61,8,233.7,2.5,60.5,0.0,3.6666666666666665,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003773,0.369,0.676,9,418.61199999999997,5.0,67.4,0.2,5.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003774,0.503,0.565,6,199.13666666666666,2.3333333333333335,72.0,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003775,0.356,0.634,9,412.21750000000003,4.5,71.0,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003776,0.565,0.642,5,190.82000000000002,2.3333333333333335,45.0,0.3333333333333333,3.5,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003777,0.442,0.638,3,160.826,2.6,40.8,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
CUST-003778,0.369,0.735,11,274.47,5.5,63.5,0.0,4.0,0,"Happy VIP (High Spend, High Sat)"
CUST-003779,0.684,0.502,2,185.858,3.8,69.8,0.0,4.0,1,"Standard Guest (Mid Spend, Mid Sat)"
